text,afraid,angry,anxious,ashamed,awkward,bored,calm,confused,disgusted,excited,frustrated,happy,jealous,nostalgic,proud,sad,satisfied,surprised
my family be the most important thing in my life  they provide calm  comfort and love ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
my family be the most important thing in my life  i make me feel joy ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
my family be the biggest part and most important amount of every day for me  i be able to speak with my parent by phone to plan to go over there this weekend  my brother will be there too ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
my family be one of the most important things in my life  i enjoy spend time with them and take care of my daughter  it help me to relax and feel close to them ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
my family be crazy i have a aunt that never stop i tell her yesterday that be do deal with this be do fright with everyone over this i can not  make other people do what she want or what be right and then my sister one be the because of all our problems the other just care about herself and friends but then she gose crazy if anyone say anything about the problems thst my other sister cause,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
my family be amaze  and i love them  be with them be the best part of every day ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
my family give me purpose and help me diffuse from the stress of work and the world  my children  their joy  innocence  and silliness all bring me joy ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
my family be the most important part of my life  yesterday  i get to really spend time and connect with my girls and husband  i be very grateful for all of the time that i get with them ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
my day yesterday be pretty average and to me average be good  i prefer things to be uneventful and nothing bad happen to me so i can not really say that it be a bad day  i feel good about the work that i do and i be satisfy with myself ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
my day be rough yesterday work be hard and deal with family after work be hard  i spend eight hours do grueling mechanical labor then have to run around and fee the kid make sure they do their homework and do house chores so by the time i go to bed it stand out as be the most happy relax moment of my day when i could read a book and go to sleep ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
my day be more productive than i fear it might not be  i reach my goal and surpass it leave me happy and fulfil ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
my day be good because my only son receive three award for academics and character  i be very proud of him ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
my daughter be go through old photos at her house  and post and texted some of the picture to me  they bring back a lot of happy memories and some that make me feel very nostalgic and even a bite melancholy  it be so easy to remember those time with great fondness  but hard a bite when i look back and do not realize how carefree those days be  compare to what they be now  i miss my kid when they be little and grow up and discover new things and interest ,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
my daughter be a figure skater  she be practing yesterday afternoon at the rink run through her program one of the moms of another skater come over to me and lavish praise on how beautiful and well do my daughters program be  this come from a mom of a girl similar to daughter in age  it mean alot to me ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
my daughter have be home for a few weeks  it be time for her to go back to college  she be in her final semester and will graduate this may  i be happy and proud ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
my dad be rush to the hospital so health and fear be the most salient things  luckily it be  just  a bleed ulcer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my brother come from arizona to help me in recover a bite more from surgery last week ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
my brother and nephew  who i do not see as much anymore  both come over to play basketball at the gym with me  my car have be down for a few weeks so i have be stick in the house a lot lately  it felt really good to get out of the house and spend time with my family  we talk about a lot of different things like basketball  life back in pennsylvania  and work life  it felt like i refuel after spend time with them ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
my boyfriend and i be fall into a nice routine of live together  it feel nice to reach that space of comfort and love and affection  i think we be really great together ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
my blood analyse result very good for my age ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
my adult daughter call me with a personal problem yesterday and ask for  and hop for  my help  it be a bite difficult but i be able to help her and she be very grateful  i be proud that i adult children respect me and know they can come to me for anything and it make me very happy to help them ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
just be able to spend a day with the family all be here be great  with my oldest daughter go to college  and work  it be hard to see her as much as we use to  it be the greatest thing ever when we just get to all sit down and eat dinner together ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
its so nice to feel that everything i work for be worth it,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
it be nice at the end of the day to get home and have dinner with the wife and kid  and then relax in the even until bed time ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
it be the most important because i need money to live  if i do not have this job i could not afford my house my car anything in my life  this be a must ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
it be the ladies supper at church  not my church but my mom s church  she ask me to go with her to the first dinner with her a few months ago and i have go with her to every one since then  i always have such a great time visit with the ladies there  we make fast friends and it be something i look forward to every month ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
it be spend time with my family  it be a good time ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
it be really good  i get such a buzz off from the endorphines ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
it be my son s birthday so i spend the whole day do things he want to do  it be so much fun watch him be excite by things and have a great time  at the end of the day  when i be tuck him in  he give me the most serious and heartfelt thank i think he be ever give ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
it be just one of those days that do not seem to really be active  the kid be at school  but come home all hype up  do not want to settle to do school work  want to fight with one another  they hat dinnerbut that night we be able to refocus on what need to be do which be attend church ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
it be just another day at work  where i do not know if i would make good money or not so good money ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
it be a great workout that make me feel worthwhile ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
it be a good day work out felt more energize and have a good overall workout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
it be a frustrate day yesterday  my brother and i be unable to complete the repair to my car and be go to have to work on it again this weekend  i also do not make much money at my online job and do not have time to put in a lot of work there ,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
it be a day like any other  i go to work very early  i leave very tire  but in the afternoon i felt a little nostalgic for my family  my parent and brothers live far away  lately we have not have the best of relationships and that put me nostalgic and sad ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
it turn out to be a sunny and cooler day today  not rain like be expect  i get a really great hike in with the dog and be able to wear her out so she be behave ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
it be a challenge to have the family together and have them get along  there be many differences between the children but they do want to participate in activities together  i think that if they could just figure out how to help each other and that they could make a good team that they will be best friends  sometimes they surprise me with their time together and kindness and share with each other  other time they because a lot of excitement and frustration in try to get them to work together  i be happy when they all can be together and enjoy each other ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
it always make me feel accomplish to see my family and how well they be do ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
in the morning i be able to complete my first workout since break my ankle a couple weeks ago  it be a good start and motivation to keep go  ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
in an effort to continue to try new things as it relate to freelance work i do a gig yesterday for a show be setup in tampa  i find that the lady that hire me treat workers as slave  talk down to us  and do not appear to believe any of use have brain  i be not certain if this be base on previous experience or her personality  but it make for a long ten hour day and many frustrations  i never walk out on job  because i believe i can learn something new from every experience and try to do this with each undertake  tomorrow be a fresh day with new horizons to conquer  so let us see what it bring ,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
i be in alot of pain  so i sleep alot more than usual yesterdayt be nice  until i wake up  then i be hurt again ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
so yesterday  i spend most of my work time test and debug the new code i write to automatically log a user back in when they time out  and run whatever command they be try to run when the program realize they would time out  the login part work great  and the run the command part work too  as long as there be only one command  if a single action  like a click  trigger two command  like for instance  if click anywhere in a widget select it  and click a button within it also contact the db  then only the first one run and i can not figure out why  i can not debug it because every time i pause the code to step through it  the behavior change  i suppose that in itself help me narrow it down some  it must be a time issue in some way  but i be really stump  i will work on it some more today  i guess  i hate bug i can not trace well  i feel like i do not have a good handle on how to find them  i mostly just stare at the code until inspiration strike ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
i be tire of have bad food  it be like there be nothing in the kitchen  oatmeal be ok but to follow it up with tuna and mayo for lunch make me feel ill then sloppy joes for dinner  too strange of a combination for me  make me angry ,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
i be pregnant and need food  i be starve ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be just return from a trip to a beautiful  warm place and i have to spend the day in this gray  dull office look at a computer screen and read report  so bore ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i be glad to be back home daily to a love husband who do not make me angry  my coworker today complain how her husband like and that always make me feel glad that i have one that be wonderful ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
