text,label
english essay r j wtf long time ago assign last thursday,worry
tiff_tiff_marie think much,worry
razitul ya suffer whole day yesterday meet dentist feel better still look like rocky balboa though,sadness
gqbound end really eat snack sigh,worry
finally internet server phoenix fuck,surprise
ketauan cabut nih gimana dong,neutral
harishk krist0ph3r saurabh sorry guy drop trip personal commitments,worry
get callback play cry oh well guess back techie,sadness
uniquemakis awesome wish could fly see,happiness
lunafactor kind wish go fall asleep,sadness
nawid nope het lose find,relief
rocky cola diner whittier tonight teacher pal mr b great time chat one else come,worry
bed still exhaust vegas,neutral
heresmyhello92 lol true maybe next year loooved siggy remember password mod thing cake,love
ummm sooo yeh really hard concentrate rite wen weird lupus feel goin thro body,worry
charleyboorman twitpiccom65623 ouch look painful,worry
take four hour nap work today able sleep night bummer,neutral
jetwolf know enjoy watch two twitter entertain comic miss,fun
love lil ken absolutely dread say goodbye less week,neutral
dakshinamurti yet sorry,sadness
want sit back relax little difficult,worry
zhenerak think best friend,worry
hii isi12mee wake go school,neutral
fall asleep know feel lol drag hell tonight quite excite,sadness
god even catch public transport swine flu shit house,worry
dad say trip uk cancel due da swine flu ooops sorry abang,worry
ask karma point please plurkcompwxnt9,neutral
hahaha alright,love
guitar21g jackie_hussein wake earlier think dad want take food 9am no0o0o0o,hate
someone take la need see lemon tree,happiness
um think text msgs subject line fail,sadness
tummy ache,sadness
math quiz meow allergies meow allergies,surprise
want see friends plurkcompwxnwa,love
goddessfleur far away know,worry
la say wipe slate clean jelly,neutral
hiracdelest one always work oh yeah still,happiness
seanpercival unless invite come beta key go much help,neutral
johnny_exp live,neutral
askegg sorry andrew wish something could,sadness
finsh work eleven even allowd cauz really want lol,sadness
anybody sooo bore,empty
amandamallard chaseton either please die heart really sad,sadness
interest show say least recap tomorrow first must sleep work,happiness
omgjoker feel like hot box matter go still feel like hot box ice cream work n e,worry
sad please get better grandma,worry
aannniieee uuuugh hate everything,worry
gosh today weather horriterrible extreme hotness lose lot water weight nothing tweetsg,worry
take moment reflect want annonymity back fb safe say anything someone else another friend,worry
pastorpeterko hey peter thank follow many sydney pastors tweet shame bris pastors twitter behind,surprise
sha_da_asshole i12 sister house i12net tonite,neutral
damn hi facebook wrong add photos,neutral
aku kbangun gara2 mimpi manyolitha bad dream,surprise
four followers follow love pout please,neutral
alyssainescruz aww annoy,worry
textdrivebys even wii b like xbox use,neutral
sleep darn frustrate,sadness
thunder_express get see tonight,neutral
bff rock hotel california nkotb songs stay next hmmm careless whisper,fun
stormyamorette one days loneliness creep slap face,sadness
rip kelly fucccccck,sadness
rockedbypickler well vacation let us go,worry
think ignore best friend jake hate ignore b know things go,worry
anna_viola love way end time go week sooooo sorry next week sure,love
2nd last episode jay leno never nite twitter,neutral
feel good,sadness
ok time nodd go long day tomorrow say goodbye car good,sadness
fakin kisha luck,neutral
take nap workno sleep right nap felt soooo good seem like bad idea,worry
go home seriously enough,worry
count minutes dad gfriend leave,enthusiasm
miss oklahomaaaaa listen citizen cope til pass,sadness
tense emotional,neutral
leopardqueen seekinspiration fun miss guy lot,enthusiasm
skyduke478 make sad,worry
play game watch straight people hook leave another reason,neutral
daveg38 yeah work today never mind one day sun sun sun,neutral
feel like go cough lung,worry
funny kind sad last day,sadness
heresmyhello92 think either remember,neutral
anyone get jbs live chat vid school saw joe hug tackle nick lol,neutral
jenny fell asleep come,sadness
thedailysurvey love,worry
wish tease movie night,sadness
lose four followers night nobody like,worry
johneast miss one year forbid fruit tree garden munch disappointment one,sadness
want new phone see much cellphone commercials,worry
anime81 soo sad edge page go come cry,worry
time really need shut go sleep head ache badly really take,worry
ivanae love knw gna cut stuff tv,sadness
soonseeofpred becuz braggin,neutral
joannaangel strict diet ugh feel like cheat one day ill throw everything,sadness
oh hubs sick hope catch,worry
lawikyn ze franz friended think think creepy stalker sommat hmph,neutral
take back horrible shoe mum make get urgggh nasty footwear problem find shoe,hate
run money r sad panda,worry
find today first kiss,neutral
cal dachshund rescue find home foster pup max soooooo sad see leave,sadness
wow feel like ish really feel bad ignorent aholes overturn prop eight,sadness
work finish 9pm booooo,sadness
wish tease movie night,sadness
ritikakar bitly179jxs get wiat till next week way mumbai,worry
know tire today bye time beddy,neutral
intentando intentarlo,empty
maybe take drink feel massive hangover still yself today,sadness
really bad head ache go go bed might back maybe bye bye,worry
friends traveller tales hold farewell party kind disappoint would still september fault,worry
night five talk victor bore night grrrr hate shit,hate
go die tomorrow night emilazy,enthusiasm
syafique ooh maggi goreng yums eat sore throat cmin,neutral
go get try catch z high school tomorrow really suck wish grow,hate
curligirl morning hon breakfast decide,neutral
sleep lose voice couple day ago,sadness
mention bf bubble wsop employees event twelve hrs aa work double next six weeks,neutral
sleepy earlier get see matt,sadness
big day 2day xt launch amaze much free stuff thanx two edge telecom find phone want cnt afford yet though,love
bethbabe4 oh yeah poorest person joke poor people,worry
realize spell adorable wrong tweet mindykaling must hate,sadness
delloutletuk go,neutral
janesas_mommy oh well hope get better,worry
jordskkk crew please think could wrong number time,worry
glow face complexion always pale,sadness
downloadfestival lineup good think awesome band festivals miss dl,sadness
watch gossip girl ageeees need one tree hill season three god slow,worry
colstewart cycle though good healthy eat healthy eat contradiction term,relief
sooo kind sick n tire bs guy dish,hate
daveockun hate fleetwood favorite band jealous ok still love haha,love
wish carlton game live stupid channel seven lol,surprise
early tomorrow head bed keep say go take midday nap happen week yet,worry
ketauan cabut sama gemamalove chikachilo nih,neutral
say morning everyone work ten min plurkcompwxom8,empty
bt gamer like two years make attempt lol yea luvd f1 extent yellowshirts,love
4pm friday leave 6am thursday surely,neutral
imjustlalayone sorry ya get let know book week,worry
sashairene hahaha oh man please come pomona would love see everyday instead like year,happiness
letsgeticecream miss come michigan like wait till july,worry
talentdmrripley maybe good night sleep everyone,neutral
farrrrr pdhpe assignment due next week english homework,worry
forget access card cari12too lazy fetch,worry
_erica yea tough keep go sometimes sure worth,neutral
briannabanshee dissapointment hhaha,fun
4evaafanofpaula hun okay see alot post exercise like mad eat sleep,worry
oh tweetdeck malfunction il web fixd,sadness
electrax sorry still sick know know guess pelzer present,sadness
maliciousmandy1 adam samberg new moon trailor good even bad cable friday,sadness
carrotmadman6 happen afraid miss large part story,worry
work 545am,neutral
anthothemantho hell yes late,neutral
dell fx100 pcoverip audio device teradici give hard time linux ubuntu jaunty kernel load sndhdaintel drv,worry
get ass kick tripoly lol get bad card suck,sadness
creep ice cream social good time lars real girl sad movie,fun
sooo hot hufff,worry
closeness distance closeness everything seem distant,worry
annnnnnddd another one bite dust,sadness
ahhhhh let right one dvd break,worry
drewseeley hey love acs see online yet wait buy look amaze,enthusiasm
hisheidi thoughts dwell certain person,worry
fml work uniform wash line,worry
ohh shit realize still talk b like dat time,worry
42nd write fuck get less ideas every day every day,sadness
melissalynnette naw match lol shenanigans discuss thing,worry
mayora part unfortunately,worry
soverpeck dude know personal experience sorry something like go,worry
a_lay aww well randomly wake sleep many things mind,worry
donperignon baby miss,worry
ddlovato since obviously live alaska radio station get,neutral
murder two fuck mouse sleep,hate
oh noes hey tatoo say,neutral
astynes vcr,neutral
hammett wish could time xbox project tie,sadness
pancakes always end soggy,worry
four big zongzi lunch eat work morework less eat wh useless become,worry
sososo bum like really bum hate rain ruin date,hate
work late night dell notebook dell quality go hill warrenty service suck poor people buy mac instead,hate
